opportunity_id,sales_agent,product,account,deal_stage,close_date
3867,Rosalina Dieter,GTXPro,Funholding,Engaging,
3868,Rosie Papadopoulos,GTX Plus Basic,UNKNOWN,Engaging,
3869,Vicki Laflamme,MG Special,Scotfind,Won,2017-09-20
3870,Violet Mclelland,GTX Plus Basic,Isdom,Engaging,
3871,Violet Mclelland,MG Special,Zathunicon,Won,2017-09-21
3872,Zane Levy,MG Special,Cheers,Lost,2017-06-20
3873,Zane Levy,MG Special,Doncon,Won,2017-08-18
3874,Zane Levy,MG Advanced,Cheers,Won,2017-09-04
3875,Anna Snelling,MG Advanced,Treequote,Lost,2017-08-20
3876,Anna Snelling,MG Special,Genco Pura Olive Oil Company,Won,2017-09-25
3877,Anna Snelling,MG Special,Isdom,Won,2017-06-24
3878,Cassey Cress,MG Special,UNKNOWN,Engaging,
3879,Cassey Cress,GTX Plus Basic,Mathtouch,Lost,2017-08-22
3880,Cassey Cress,GTX Plus Pro,Massive Dynamic,Won,2017-08-04
3881,Cassey Cress,MG Advanced,Mathtouch,Won,2017-06-19
3882,Cassey Cress,MG Advanced,Umbrella Corporation,Won,2017-09-30
3883,Daniell Hammack,GTX Plus Basic,Betasoloin,Lost,2017-09-07
3884,Darcel Schlecht,GTX Basic,Konmatfix,Lost,2017-09-04
3885,Darcel Schlecht,GTX Plus Pro,Betatech,Lost,2017-08-16
3886,Darcel Schlecht,GTXPro,Treequote,Won,2017-09-10
3887,Donn Cantrell,GTX Basic,Donquadtech,Won,2017-08-28
3888,Garret Kinder,MG Advanced,Bubba Gump,Won,2017-08-27
3889,Gladys Colclough,MG Special,Scottech,Lost,2017-09-28
3890,James Ascencio,MG Special,Scotfind,Won,2017-06-27
3891,Jonathan Berthelot,GTX Basic,Treequote,Lost,2017-08-23
3892,Kary Hendrixson,GTX Plus Pro,UNKNOWN,Engaging,
3893,Maureen Marcano,GTX Plus Basic,Zoomit,Engaging,
3894,Niesha Huffines,GTX Plus Basic,Funholding,Lost,2017-08-21
3895,Versie Hillebrand,MG Special,Bioholding,Won,2017-06-15
3896,Vicki Laflamme,MG Advanced,Fasehatice,Won,2017-06-26
3897,Wilburn Farren,GTX Basic,Mathtouch,Lost,2017-06-27
3898,Zane Levy,MG Advanced,UNKNOWN,Engaging,
3899,Anna Snelling,MG Special,Globex Corporation,Won,2017-06-23
3900,Cassey Cress,GTX Basic,Bubba Gump,Lost,2017-09-17
3901,Corliss Cosme,GTX Plus Basic,UNKNOWN,Engaging,
3902,Corliss Cosme,GTX Basic,Ganjaflex,Won,2017-09-02
3903,Darcel Schlecht,MG Advanced,Isdom,Won,2017-08-25
3904,Elease Gluck,MG Advanced,Faxquote,Won,2017-06-25
3905,Garret Kinder,MG Special,Kinnamplus,Lost,2017-06-27
3906,Hayden Neloms,GTX Plus Pro,Scotfind,Won,2017-09-11
3907,Hayden Neloms,MG Advanced,Groovestreet,Won,2017-06-28
3908,James Ascencio,GTX Basic,UNKNOWN,Engaging,
3909,Jonathan Berthelot,GTX Basic,Rundofase,Won,2017-08-23
3910,Kami Bicknell,MG Advanced,Rantouch,Lost,2017-06-20
3911,Lajuana Vencill,MG Advanced,Warephase,Won,2017-06-17
3912,Markita Hansen,GTK 500,Treequote,Engaging,
3913,Markita Hansen,GTXPro,Conecom,Engaging,
3914,Niesha Huffines,MG Special,Ron-tech,Won,2017-09-19
3915,Reed Clapper,MG Advanced,Bluth Company,Lost,2017-06-27
3916,Versie Hillebrand,MG Special,Scottech,Lost,2017-08-11
3917,Violet Mclelland,MG Special,Gekko & Co,Lost,2017-08-20
3918,Boris Faz,GTX Plus Pro,Zotware,Won,2017-06-28
3919,Cassey Cress,GTXPro,The New York Inquirer,Won,2017-09-01
3920,Cecily Lampkin,MG Advanced,dambase,Won,2017-06-25
3921,Corliss Cosme,GTX Plus Basic,Zathunicon,Lost,2017-09-19
3922,Daniell Hammack,GTX Basic,Initech,Won,2017-06-26
3923,Daniell Hammack,GTXPro,Xx-zobam,Won,2017-06-20
3924,Darcel Schlecht,GTXPro,Scottech,Won,2017-06-30
3925,Darcel Schlecht,MG Advanced,Rangreen,Won,2017-09-09
3926,Elease Gluck,GTK 500,Cheers,Won,2017-06-30
3927,Jonathan Berthelot,GTX Basic,Hottechi,Won,2017-09-09
3928,Jonathan Berthelot,GTX Basic,Rundofase,Won,2017-06-28
3929,Jonathan Berthelot,GTX Plus Basic,Conecom,Won,2017-09-25
3930,Lajuana Vencill,MG Advanced,Domzoom,Lost,2017-06-29
3931,Lajuana Vencill,MG Advanced,Toughzap,Won,2017-08-02
3932,Markita Hansen,MG Special,Sonron,Won,2017-08-24
3933,Maureen Marcano,GTX Basic,UNKNOWN,Engaging,
3934,Reed Clapper,MG Special,Bioplex,Won,2017-08-04
3935,Rosalina Dieter,MG Special,UNKNOWN,Engaging,
3936,Rosie Papadopoulos,GTX Basic,Xx-zobam,Won,2017-09-13
3937,Rosie Papadopoulos,MG Advanced,Xx-zobam,Won,2017-06-29
3938,Vicki Laflamme,GTX Basic,UNKNOWN,Engaging,
3939,Vicki Laflamme,MG Special,Hatfan,Won,2017-06-22
3940,Vicki Laflamme,MG Special,Hottechi,Won,2017-06-28
3941,Wilburn Farren,GTX Basic,Zencorporation,Won,2017-08-29
3942,Zane Levy,MG Advanced,UNKNOWN,Engaging,
3943,Cassey Cress,MG Special,Bluth Company,Engaging,
3944,Daniell Hammack,GTX Plus Basic,Konex,Won,2017-06-25
3945,Darcel Schlecht,GTXPro,Conecom,Won,2017-08-11
3946,Darcel Schlecht,GTXPro,Genco Pura Olive Oil Company,Won,2017-09-17
3947,Darcel Schlecht,MG Advanced,Isdom,Won,2017-06-24
3948,Donn Cantrell,MG Advanced,Betasoloin,Lost,2017-08-31
3949,Donn Cantrell,GTX Basic,Ontomedia,Won,2017-09-17
3950,Garret Kinder,GTX Basic,Initech,Lost,2017-08-22
3951,Garret Kinder,GTXPro,Vehement Capital Partners,Won,2017-09-18
3952,Gladys Colclough,MG Advanced,Finhigh,Won,2017-09-04
3953,Kami Bicknell,GTXPro,Faxquote,Won,2017-06-25
3954,Lajuana Vencill,GTX Plus Basic,Isdom,Lost,2017-08-29
3955,Lajuana Vencill,MG Advanced,Stanredtax,Won,2017-06-24
3956,Markita Hansen,GTX Plus Basic,Toughzap,Engaging,
3957,Niesha Huffines,GTX Plus Basic,Bioholding,Won,2017-09-17
3958,Reed Clapper,GTX Plus Basic,Yearin,Lost,2017-08-19
3959,Rosie Papadopoulos,GTXPro,Xx-zobam,Engaging,
3960,Vicki Laflamme,MG Special,UNKNOWN,Engaging,
3961,Violet Mclelland,MG Special,UNKNOWN,Engaging,
3962,Zane Levy,MG Advanced,Newex,Won,2017-06-27
3963,Cassey Cress,GTX Plus Basic,Plussunin,Won,2017-09-16
3964,Corliss Cosme,GTXPro,Sumace,Won,2017-09-09
3965,Darcel Schlecht,GTX Basic,Betatech,Won,2017-08-22
3966,Darcel Schlecht,GTX Plus Pro,Globex Corporation,Won,2017-08-25
3967,Darcel Schlecht,MG Advanced,Streethex,Won,2017-08-30
3968,Elease Gluck,GTX Basic,Rantouch,Engaging,
3969,James Ascencio,MG Advanced,UNKNOWN,Engaging,
3970,James Ascencio,GTX Plus Pro,Finjob,Won,2017-06-24
3971,Kami Bicknell,GTX Basic,UNKNOWN,Engaging,
3972,Kami Bicknell,GTXPro,UNKNOWN,Engaging,
3973,Kary Hendrixson,GTXPro,Sonron,Engaging,
3974,Kary Hendrixson,GTXPro,Golddex,Lost,2017-09-06
3975,Lajuana Vencill,MG Special,Inity,Won,2017-09-19
3976,Markita Hansen,GTX Basic,UNKNOWN,Engaging,
3977,Markita Hansen,GTK 500,Konex,Lost,2017-08-15
3978,Moses Frase,GTX Plus Pro,Bioholding,Won,2017-08-16
3979,Vicki Laflamme,GTX Basic,UNKNOWN,Engaging,
3980,Vicki Laflamme,MG Advanced,Groovestreet,Won,2017-09-17
3981,Anna Snelling,MG Special,Rundofase,Won,2017-08-29
3982,Boris Faz,GTX Plus Pro,Mathtouch,Lost,2017-07-01
3983,Cassey Cress,GTX Plus Basic,Scottech,Engaging,
3984,Cassey Cress,MG Special,Zathunicon,Won,2017-09-23
3985,Daniell Hammack,GTX Plus Pro,UNKNOWN,Engaging,
3986,Daniell Hammack,MG Advanced,Groovestreet,Engaging,
3987,Daniell Hammack,GTXPro,Mathtouch,Won,2017-06-26
3988,Darcel Schlecht,MG Advanced,Isdom,Lost,2017-08-15
3989,Darcel Schlecht,GTXPro,Funholding,Won,2017-08-16
3990,Elease Gluck,GTX Plus Pro,Scotfind,Won,2017-06-28
3991,Gladys Colclough,GTX Plus Basic,Ron-tech,Lost,2017-08-02
3992,Gladys Colclough,GTXPro,Isdom,Won,2017-06-23
3993,James Ascencio,MG Advanced,Gekko & Co,Engaging,
3994,Jonathan Berthelot,GTX Basic,Stanredtax,Lost,2017-08-21
3995,Jonathan Berthelot,GTX Plus Basic,Isdom,Won,2017-07-01
3996,Jonathan Berthelot,GTXPro,Bioholding,Won,2017-09-15
3997,Jonathan Berthelot,MG Special,Stanredtax,Won,2017-06-22
3998,Kami Bicknell,GTX Basic,UNKNOWN,Engaging,
3999,Kami Bicknell,GTX Basic,Lexiqvolax,Won,2017-06-22
4000,Markita Hansen,GTX Basic,Cheers,Won,2017-09-28
4001,Marty Freudenburg,GTX Basic,Warephase,Lost,2017-09-03
4002,Marty Freudenburg,GTX Plus Pro,Globex Corporation,Won,2017-08-21
4003,Niesha Huffines,GTXPro,Genco Pura Olive Oil Company,Lost,2017-06-21
4004,Vicki Laflamme,GTX Basic,Fasehatice,Lost,2017-08-29
4005,Anna Snelling,GTX Basic,Funholding,Lost,2017-08-28
4006,Anna Snelling,GTX Plus Pro,Hottechi,Won,2017-08-24
4007,Boris Faz,MG Special,Bioplex,Won,2017-08-23
4008,Cassey Cress,MG Advanced,Opentech,Lost,2017-06-30
4009,Corliss Cosme,GTX Plus Basic,UNKNOWN,Engaging,
4010,Corliss Cosme,GTX Plus Basic,Initech,Won,2017-09-21
4011,Daniell Hammack,GTXPro,Zencorporation,Won,2017-06-21
4012,Darcel Schlecht,GTXPro,Conecom,Lost,2017-08-27
4013,Darcel Schlecht,GTXPro,Funholding,Won,2017-09-26
4014,Darcel Schlecht,GTXPro,Funholding,Won,2017-06-25
4015,Darcel Schlecht,GTXPro,Hottechi,Won,2017-08-22
4016,Hayden Neloms,MG Special,Condax,Won,2017-06-25
4017,Hayden Neloms,MG Special,Fasehatice,Won,2017-09-29
4018,James Ascencio,GTX Basic,Sunnamplex,Won,2017-08-19
4019,Kami Bicknell,GTX Basic,Y-corporation,Lost,2017-08-25
4020,Kami Bicknell,GTX Plus Basic,Y-corporation,Won,2017-08-07
4021,Kami Bicknell,GTX Plus Pro,Plexzap,Won,2017-09-29
4022,Kary Hendrixson,GTX Plus Basic,UNKNOWN,Engaging,
4023,Kary Hendrixson,GTXPro,Blackzim,Won,2017-09-22
4024,Kary Hendrixson,MG Special,Finjob,Won,2017-06-24
4025,Markita Hansen,MG Special,Doncon,Won,2017-06-27
4026,Maureen Marcano,GTXPro,UNKNOWN,Engaging,
4027,Maureen Marcano,GTX Plus Pro,Sonron,Won,2017-09-12
4028,Maureen Marcano,MG Special,Condax,Won,2017-09-03
4029,Maureen Marcano,MG Advanced,Plexzap,Won,2017-08-15
4030,Moses Frase,GTX Plus Pro,Warephase,Lost,2017-06-28
4031,Moses Frase,MG Special,Statholdings,Won,2017-09-04
4032,Reed Clapper,MG Special,Condax,Lost,2017-07-02
4033,Rosalina Dieter,MG Advanced,Scotfind,Won,2017-08-05
4034,Rosie Papadopoulos,GTXPro,Condax,Won,2017-09-21
4035,Versie Hillebrand,GTX Basic,Statholdings,Won,2017-08-24
4036,Violet Mclelland,GTX Basic,Umbrella Corporation,Lost,2017-06-24
4037,Zane Levy,GTX Basic,UNKNOWN,Engaging,
4038,Zane Levy,GTX Plus Basic,Konex,Won,2017-09-20
4039,Zane Levy,GTXPro,Sonron,Won,2017-09-08
4040,Boris Faz,GTX Plus Pro,Xx-zobam,Lost,2017-07-02
4041,Cassey Cress,GTX Plus Pro,Condax,Engaging,
4042,Cassey Cress,GTXPro,Konex,Lost,2017-08-08
4043,Cecily Lampkin,GTX Plus Pro,Streethex,Lost,2017-06-27
4044,Corliss Cosme,GTX Basic,Xx-zobam,Lost,2017-09-21
4045,Daniell Hammack,GTXPro,Iselectrics,Lost,2017-06-25
4046,Daniell Hammack,MG Special,Kan-code,Won,2017-08-25
4047,Darcel Schlecht,GTXPro,Bioholding,Lost,2017-09-11
4048,Donn Cantrell,MG Advanced,Silis,Won,2017-08-09
4049,Elease Gluck,MG Special,Sumace,Engaging,
4050,James Ascencio,GTX Basic,Domzoom,Engaging,
4051,James Ascencio,MG Special,UNKNOWN,Engaging,
4052,Jonathan Berthelot,GTX Plus Basic,Hottechi,Won,2017-08-20
4053,Kami Bicknell,MG Advanced,UNKNOWN,Engaging,
4054,Kami Bicknell,GTX Basic,Cheers,Lost,2017-08-13
4055,Maureen Marcano,MG Special,Condax,Won,2017-08-19
4056,Maureen Marcano,MG Special,Fasehatice,Won,2017-06-23
4057,Maureen Marcano,MG Special,Plusstrip,Won,2017-07-01
4058,Reed Clapper,GTX Basic,Massive Dynamic,Won,2017-09-14
4059,Rosie Papadopoulos,GTXPro,UNKNOWN,Engaging,
4060,Rosie Papadopoulos,GTXPro,Donware,Lost,2017-08-15
4061,Versie Hillebrand,GTX Plus Pro,Finhigh,Won,2017-07-01
4062,Vicki Laflamme,MG Special,Doncon,Lost,2017-06-23
4063,Vicki Laflamme,MG Special,Blackzim,Won,2017-07-01
4064,Vicki Laflamme,MG Advanced,Goodsilron,Won,2017-09-13
4065,Violet Mclelland,MG Special,Initech,Lost,2017-08-04
4066,Violet Mclelland,GTX Basic,Sumace,Won,2017-09-12
4067,Wilburn Farren,MG Advanced,UNKNOWN,Engaging,
4068,Wilburn Farren,GTX Basic,Zotware,Won,2017-09-20
4069,Zane Levy,MG Advanced,UNKNOWN,Engaging,
4070,Zane Levy,GTX Basic,Labdrill,Lost,2017-09-25
4071,Anna Snelling,MG Advanced,Codehow,Won,2017-09-06
4072,Cassey Cress,GTX Basic,The New York Inquirer,Lost,2017-08-30
4073,Cassey Cress,MG Special,Iselectrics,Won,2017-07-03
4074,Cassey Cress,MG Special,Konex,Won,2017-09-15
4075,Corliss Cosme,GTX Basic,Silis,Won,2017-06-25
4076,Daniell Hammack,GTXPro,UNKNOWN,Engaging,
4077,Darcel Schlecht,GTXPro,Funholding,Lost,2017-07-01
4078,Darcel Schlecht,GTXPro,Isdom,Lost,2017-07-02
4079,Darcel Schlecht,GTXPro,Isdom,Won,2017-07-01
4080,Elease Gluck,MG Special,Green-Plus,Won,2017-09-30
4081,Garret Kinder,GTXPro,Gekko & Co,Won,2017-06-26
4082,Gladys Colclough,MG Special,Hottechi,Lost,2017-07-02
4083,Gladys Colclough,MG Advanced,Dontechi,Won,2017-08-27
4084,Kami Bicknell,MG Special,Fasehatice,Won,2017-08-11
4085,Kary Hendrixson,GTXPro,UNKNOWN,Engaging,
4086,Maureen Marcano,GTX Plus Basic,Kan-code,Won,2017-09-22
4087,Niesha Huffines,GTX Basic,Warephase,Won,2017-09-30
4088,Rosie Papadopoulos,GTX Plus Pro,Bioplex,Won,2017-06-27
4089,Versie Hillebrand,MG Special,Warephase,Lost,2017-08-02
4090,Vicki Laflamme,GTX Plus Basic,Xx-holding,Won,2017-09-23
4091,Vicki Laflamme,MG Advanced,Scotfind,Won,2017-06-23
4092,Zane Levy,GTX Basic,Green-Plus,Won,2017-08-28
4093,Anna Snelling,MG Special,Gogozoom,Lost,2017-07-03
4094,Anna Snelling,MG Advanced,Genco Pura Olive Oil Company,Lost,2017-08-11
4095,Anna Snelling,GTX Plus Pro,Stanredtax,Won,2017-09-12
4096,Cecily Lampkin,MG Advanced,Hottechi,Won,2017-09-12
4097,Daniell Hammack,MG Special,UNKNOWN,Engaging,
4098,Daniell Hammack,GTX Plus Basic,Umbrella Corporation,Won,2017-09-11
4099,Donn Cantrell,GTX Basic,Massive Dynamic,Won,2017-07-02
4100,Jonathan Berthelot,GTX Basic,Toughzap,Won,2017-08-27
4101,Jonathan Berthelot,GTX Plus Basic,Funholding,Won,2017-06-26
4102,Jonathan Berthelot,GTX Plus Basic,Inity,Won,2017-09-13
4103,Kary Hendrixson,GTX Basic,Y-corporation,Won,2017-09-22
4104,Markita Hansen,GTX Plus Pro,Green-Plus,Won,2017-09-04
4105,Marty Freudenburg,MG Advanced,Stanredtax,Won,2017-09-28
4106,Moses Frase,MG Advanced,Domzoom,Won,2017-08-16
4107,Moses Frase,MG Advanced,Zumgoity,Won,2017-09-21
4108,Niesha Huffines,GTX Basic,Gogozoom,Won,2017-07-03
4109,Reed Clapper,GTXPro,Yearin,Won,2017-06-30
4110,Versie Hillebrand,MG Special,Domzoom,Lost,2017-08-26
4111,Versie Hillebrand,MG Advanced,Zumgoity,Won,2017-07-01
4112,Zane Levy,GTX Plus Basic,UNKNOWN,Engaging,
4113,Zane Levy,GTXPro,Zoomit,Won,2017-09-06
4114,Boris Faz,GTXPro,Gekko & Co,Won,2017-09-21
4115,Cassey Cress,MG Advanced,UNKNOWN,Engaging,
4116,Cecily Lampkin,MG Advanced,Rangreen,Lost,2017-07-04
4117,Cecily Lampkin,MG Special,Treequote,Won,2017-07-05
4118,Corliss Cosme,GTX Basic,Vehement Capital Partners,Lost,2017-07-03
4119,Corliss Cosme,GTXPro,Acme Corporation,Lost,2017-07-01
4120,Corliss Cosme,GTX Plus Pro,Iselectrics,Won,2017-07-01
4121,Daniell Hammack,MG Advanced,Kinnamplus,Lost,2017-08-30
4122,Daniell Hammack,GTX Plus Basic,Kan-code,Won,2017-09-28
4123,Daniell Hammack,GTXPro,Mathtouch,Won,2017-09-27
4124,Darcel Schlecht,GTXPro,Treequote,Lost,2017-08-23
4125,Gladys Colclough,MG Special,Conecom,Won,2017-07-03
4126,Hayden Neloms,MG Advanced,Singletechno,Lost,2017-07-03
4127,Hayden Neloms,GTX Plus Basic,Plusstrip,Won,2017-09-12
4128,Kary Hendrixson,GTXPro,Labdrill,Lost,2017-07-04
4129,Lajuana Vencill,MG Advanced,Condax,Lost,2017-07-03
4130,Marty Freudenburg,MG Advanced,Konmatfix,Lost,2017-09-22
4131,Niesha Huffines,GTX Plus Basic,Condax,Won,2017-07-02
4132,Reed Clapper,GTX Basic,Silis,Lost,2017-07-01
4133,Reed Clapper,GTX Plus Basic,Donquadtech,Won,2017-07-04
4134,Reed Clapper,GTXPro,Ganjaflex,Won,2017-09-18
4135,Rosie Papadopoulos,MG Special,Konex,Won,2017-07-01
4136,Versie Hillebrand,MG Special,Finhigh,Lost,2017-07-05
4137,Versie Hillebrand,MG Special,Ron-tech,Won,2017-09-29
4138,Versie Hillebrand,MG Advanced,Stanredtax,Won,2017-09-21
4139,Vicki Laflamme,GTXPro,Doncon,Lost,2017-07-06
4140,Violet Mclelland,MG Special,Betasoloin,Engaging,
4141,Violet Mclelland,MG Special,Konex,Won,2017-08-15
4142,Violet Mclelland,MG Advanced,Plussunin,Won,2017-06-30
4143,Zane Levy,GTXPro,Kan-code,Engaging,
4144,Zane Levy,GTX Basic,Golddex,Lost,2017-07-04
4145,Anna Snelling,MG Special,Stanredtax,Won,2017-07-02
4146,Boris Faz,GTX Plus Pro,UNKNOWN,Engaging,
4147,Corliss Cosme,GTXPro,UNKNOWN,Engaging,
4148,Corliss Cosme,GTX Plus Basic,Umbrella Corporation,Lost,2017-07-03
4149,Corliss Cosme,GTX Plus Pro,Kinnamplus,Won,2017-08-22
4150,Corliss Cosme,GTXPro,Zotware,Won,2017-07-02
4151,Gladys Colclough,MG Special,Statholdings,Won,2017-08-14
4152,Hayden Neloms,GTX Plus Basic,Dalttechnology,Lost,2017-07-04
4153,Kary Hendrixson,GTXPro,Betasoloin,Engaging,
4154,Kary Hendrixson,GTX Plus Basic,Green-Plus,Lost,2017-09-08
4155,Kary Hendrixson,GTX Plus Pro,Lexiqvolax,Won,2017-09-30
4156,Markita Hansen,MG Special,Blackzim,Won,2017-07-02
4157,Maureen Marcano,GTX Plus Basic,Cheers,Lost,2017-08-20
4158,Maureen Marcano,GTX Basic,Faxquote,Won,2017-08-21
4159,Moses Frase,MG Special,Codehow,Won,2017-09-10
4160,Moses Frase,MG Advanced,Betatech,Won,2017-07-05
4161,Vicki Laflamme,MG Special,UNKNOWN,Engaging,
4162,Violet Mclelland,MG Advanced,Bluth Company,Lost,2017-07-05
4163,Violet Mclelland,MG Special,Massive Dynamic,Won,2017-09-17
4164,Zane Levy,GTX Plus Pro,Newex,Won,2017-09-23
4165,Cassey Cress,MG Advanced,Bubba Gump,Lost,2017-07-04
4166,Cecily Lampkin,GTX Plus Basic,Codehow,Won,2017-08-09
4167,Daniell Hammack,GTXPro,UNKNOWN,Engaging,
4168,Darcel Schlecht,GTX Plus Basic,Conecom,Lost,2017-07-01
4169,Darcel Schlecht,GTX Plus Pro,Ron-tech,Won,2017-07-08
4170,Darcel Schlecht,GTXPro,Genco Pura Olive Oil Company,Won,2017-09-03
4171,Darcel Schlecht,MG Special,Domzoom,Won,2017-07-03
4172,Darcel Schlecht,MG Special,Ron-tech,Won,2017-08-02
4173,Donn Cantrell,GTX Plus Pro,Vehement Capital Partners,Lost,2017-07-02
4174,Donn Cantrell,GTXPro,Gekko & Co,Lost,2017-08-19
4175,Donn Cantrell,MG Advanced,Zotware,Won,2017-07-05
4176,Elease Gluck,MG Special,J-Texon,Lost,2017-09-13
4177,Garret Kinder,MG Advanced,Umbrella Corporation,Lost,2017-07-07
4178,Gladys Colclough,GTX Plus Pro,Cancity,Lost,2017-07-03
4179,Gladys Colclough,GTX Plus Basic,Rangreen,Won,2017-09-14
4180,Kami Bicknell,GTX Basic,Goodsilron,Won,2017-09-22
4181,Kary Hendrixson,GTX Plus Pro,Hatfan,Lost,2017-07-02
4182,Kary Hendrixson,MG Special,Hatfan,Lost,2017-08-27
4183,Lajuana Vencill,GTX Plus Basic,Isdom,Lost,2017-08-27
4184,Lajuana Vencill,MG Advanced,Bioholding,Lost,2017-07-04
4185,Lajuana Vencill,GTX Plus Pro,Isdom,Won,2017-07-03
4186,Marty Freudenburg,GTX Plus Pro,Betatech,Lost,2017-08-14
4187,Marty Freudenburg,GTX Plus Basic,Warephase,Won,2017-07-02
4188,Maureen Marcano,GTX Basic,Dalttechnology,Won,2017-09-06
4189,Moses Frase,MG Advanced,Rangreen,Won,2017-09-24
4190,Niesha Huffines,GTX Plus Basic,Treequote,Lost,2017-07-05
4191,Reed Clapper,GTXPro,Plussunin,Lost,2017-07-04
4192,Rosalina Dieter,GTX Basic,UNKNOWN,Engaging,
4193,Rosie Papadopoulos,GTX Basic,Ron-tech,Engaging,
4194,Versie Hillebrand,MG Special,Codehow,Lost,2017-08-07
4195,Vicki Laflamme,GTX Plus Pro,UNKNOWN,Engaging,
4196,Vicki Laflamme,GTXPro,UNKNOWN,Engaging,
4197,Vicki Laflamme,GTX Basic,Scotfind,Lost,2017-07-04
4198,Vicki Laflamme,GTX Plus Pro,Blackzim,Lost,2017-07-02
4199,Vicki Laflamme,MG Advanced,Goodsilron,Won,2017-06-30
4200,Vicki Laflamme,MG Advanced,Sunnamplex,Won,2017-06-27
4201,Violet Mclelland,MG Special,UNKNOWN,Engaging,
4202,Violet Mclelland,MG Special,Xx-zobam,Won,2017-07-02
4203,Zane Levy,GTX Basic,Kan-code,Lost,2017-07-02
4204,Zane Levy,GTX Plus Basic,Rantouch,Won,2017-07-03
4205,Boris Faz,GTX Plus Pro,Yearin,Won,2017-07-04
4206,Cassey Cress,GTX Basic,Mathtouch,Lost,2017-09-27
4207,Cassey Cress,MG Advanced,Bluth Company,Lost,2017-07-03
4208,Cecily Lampkin,GTX Basic,Toughzap,Won,2017-07-06
4209,Corliss Cosme,GTX Plus Pro,Donquadtech,Won,2017-09-11
4210,Daniell Hammack,MG Advanced,UNKNOWN,Engaging,
4211,Daniell Hammack,MG Special,The New York Inquirer,Lost,2017-07-07
4212,Darcel Schlecht,GTXPro,Streethex,Lost,2017-07-03
4213,Darcel Schlecht,GTX Plus Basic,Streethex,Won,2017-08-31
4214,Darcel Schlecht,GTX Plus Pro,Codehow,Won,2017-09-12
4215,Donn Cantrell,GTX Plus Basic,Donquadtech,Lost,2017-09-18
4216,Donn Cantrell,GTX Plus Basic,Opentech,Lost,2017-07-09
4217,Donn Cantrell,GTXPro,Zathunicon,Lost,2017-07-03
4218,Donn Cantrell,GTX Basic,Bioplex,Won,2017-07-06
4219,Elease Gluck,GTXPro,Groovestreet,Lost,2017-07-05
4220,Gladys Colclough,GTXPro,Cancity,Won,2017-07-02
4221,Gladys Colclough,MG Advanced,Rangreen,Won,2017-06-28
4222,James Ascencio,GTXPro,J-Texon,Won,2017-09-15
4223,Jonathan Berthelot,GTX Basic,Cancity,Won,2017-07-03
4224,Kary Hendrixson,GTX Plus Basic,UNKNOWN,Engaging,
4225,Lajuana Vencill,GTX Basic,Bioholding,Lost,2017-08-10
4226,Lajuana Vencill,GTX Basic,Dontechi,Lost,2017-07-03
4227,Markita Hansen,MG Advanced,Golddex,Won,2017-08-24
4228,Marty Freudenburg,GTX Plus Pro,Scottech,Won,2017-08-26
4229,Marty Freudenburg,GTX Plus Pro,Streethex,Won,2017-07-05
4230,Maureen Marcano,GTX Basic,Hatfan,Won,2017-07-06
4231,Moses Frase,GTX Basic,Streethex,Won,2017-09-17
4232,Rosalina Dieter,MG Advanced,Singletechno,Won,2017-08-03
4233,Vicki Laflamme,GTX Basic,Plusstrip,Lost,2017-07-07
4234,Zane Levy,GTXPro,Plussunin,Engaging,
4235,Zane Levy,GTX Basic,Nam-zim,Won,2017-07-04
4236,Anna Snelling,GTX Plus Basic,Warephase,Won,2017-07-06
4237,Cassey Cress,GTXPro,Opentech,Lost,2017-08-24
4238,Cecily Lampkin,GTX Basic,Domzoom,Won,2017-08-01
4239,Corliss Cosme,GTX Plus Pro,Ganjaflex,Won,2017-07-07
4240,Daniell Hammack,GTXPro,UNKNOWN,Engaging,
4241,Daniell Hammack,MG Advanced,Kan-code,Lost,2017-07-01
4242,Darcel Schlecht,GTX Basic,Condax,Lost,2017-07-06
4243,Darcel Schlecht,GTXPro,Zumgoity,Won,2017-07-06
4244,Donn Cantrell,GTX Plus Pro,Zotware,Lost,2017-09-08
4245,Garret Kinder,GTX Basic,Iselectrics,Won,2017-09-20
4246,Gladys Colclough,MG Special,Isdom,Lost,2017-09-01
4247,Gladys Colclough,GTX Plus Pro,Treequote,Won,2017-09-17
4248,James Ascencio,GTXPro,Faxquote,Won,2017-09-16
4249,Kami Bicknell,MG Special,Blackzim,Won,2017-07-07
4250,Kary Hendrixson,GTXPro,Xx-holding,Lost,2017-09-08
4251,Markita Hansen,GTX Basic,Condax,Lost,2017-07-06
4252,Markita Hansen,GTXPro,Green-Plus,Lost,2017-07-05
4253,Marty Freudenburg,GTX Plus Basic,Globex Corporation,Won,2017-07-02
4254,Moses Frase,GTX Plus Pro,Finhigh,Lost,2017-07-08
4255,Moses Frase,GTX Basic,Statholdings,Won,2017-07-05
4256,Niesha Huffines,GTX Plus Pro,Domzoom,Won,2017-07-01
4257,Reed Clapper,MG Advanced,Iselectrics,Lost,2017-09-06
4258,Reed Clapper,GTXPro,Vehement Capital Partners,Won,2017-07-01
4259,Versie Hillebrand,MG Advanced,Rangreen,Won,2017-09-12
4260,Versie Hillebrand,MG Advanced,Ron-tech,Won,2017-07-04
4261,Vicki Laflamme,MG Advanced,Rantouch,Lost,2017-07-06
4262,Vicki Laflamme,MG Advanced,Rantouch,Won,2017-07-07
